id,external_id,name,category,subcategory,article_type,gender,base_color,season,usage,image_url,tags,price_range,style_score,brand,price,year
89,89,Uniqlo A-Line Dress 89,Dress,A-Line Dress,A-Line Dress,Men,Purple,Summer,Sports,https://images.pexels.com/photos/1000088/pexels-photo-1000088.jpeg?auto=compress&cs=tinysrgb&w=400,"['a-line dress', 'purple', 'cool', 'dress', 'sports', 'summer']",high,0.76,Uniqlo,167.20035056392788,2021
90,90,Forever 21 Watches 90,Accessories,Watches,Watches,Men,Black,All,Travel,https://images.pexels.com/photos/1000089/pexels-photo-1000089.jpeg?auto=compress&cs=tinysrgb&w=400,"['dark', 'accessories', 'neutral', 'travel', 'black', 'watches', 'all']",mid,0.6,Forever 21,50.71641060984153,2024
91,91,Mango Casual Dress 91,Dress,Casual Dress,Casual Dress,Men,Yellow,All,Ethnic,https://images.pexels.com/photos/1000090/pexels-photo-1000090.jpeg?auto=compress&cs=tinysrgb&w=400,"['yellow', 'all', 'casual dress', 'dress', 'ethnic']",mid,0.6,Mango,98.33399290811397,2021
92,92,Levi's Shapewear 92,Innerwear,Shapewear,Shapewear,Women,Maroon,Winter,Formal,https://images.pexels.com/photos/1000091/pexels-photo-1000091.jpeg?auto=compress&cs=tinysrgb&w=400,"['formal', 'shapewear', 'innerwear', 'winter', 'maroon']",mid,0.67,Levi's,100.16433089673275,2021
93,93,Gap Casual Dress 93,Dress,Casual Dress,Casual Dress,Women,Pink,All,Casual,https://images.pexels.com/photos/1000092/pexels-photo-1000092.jpeg?auto=compress&cs=tinysrgb&w=400,"['feminine', 'pink', 'casual', 'warm', 'all', 'casual dress', 'dress']",high,0.66,Gap,169.09780045335748,2024
94,94,Tommy Hilfiger Briefs 94,Innerwear,Briefs,Briefs,Women,Purple,All,Formal,https://images.pexels.com/photos/1000093/pexels-photo-1000093.jpeg?auto=compress&cs=tinysrgb&w=400,"['formal', 'purple', 'innerwear', 'cool', 'briefs', 'all']",mid,0.84,Tommy Hilfiger,116.25579634771994,2022
95,95,Calvin Klein Bras 95,Innerwear,Bras,Bras,Unisex,Purple,Summer,Travel,https://images.pexels.com/photos/1000094/pexels-photo-1000094.jpeg?auto=compress&cs=tinysrgb&w=400,"['purple', 'travel', 'innerwear', 'cool', 'bras', 'summer']",mid,0.69,Calvin Klein,76.94965230546201,2024
96,96,Puma Lounge Sets 96,Loungewear,Lounge Sets,Lounge Sets,Unisex,Navy,Summer,Formal,https://images.pexels.com/photos/1000095/pexels-photo-1000095.jpeg?auto=compress&cs=tinysrgb&w=400,"['dark', 'formal', 'blue', 'navy', 'lounge sets', 'summer', 'loungewear']",high,0.8,Puma,159.01571771549405,2021
97,97,H&M Skirts 97,Bottomwear,Skirts,Skirts,Women,Navy,Summer,Party,https://images.pexels.com/photos/1000096/pexels-photo-1000096.jpeg?auto=compress&cs=tinysrgb&w=400,"['dark', 'blue', 'bottomwear', 'navy', 'skirts', 'party', 'summer']",mid,0.74,H&M,55.768853062071415,2020
98,98,Zara Sandals 98,Footwear,Sandals,Sandals,Unisex,Teal,Summer,Formal,https://images.pexels.com/photos/1000097/pexels-photo-1000097.jpeg?auto=compress&cs=tinysrgb&w=400,"['teal', 'formal', 'sandals', 'footwear', 'summer']",mid,1.0,Zara,62.19702562759391,2021
99,99,Nike Briefs 99,Innerwear,Briefs,Briefs,Men,Pink,Spring,Party,https://images.pexels.com/photos/1000098/pexels-photo-1000098.jpeg?auto=compress&cs=tinysrgb&w=400,"['feminine', 'innerwear', 'pink', 'warm', 'briefs', 'party', 'spring']",high,0.86,Nike,181.38784122316378,2023
100,100,Adidas Bras 100,Innerwear,Bras,Bras,Men,Brown,Spring,Ethnic,https://images.pexels.com/photos/1000099/pexels-photo-1000099.jpeg?auto=compress&cs=tinysrgb&w=400,"['innerwear', 'brown', 'bras', 'spring', 'ethnic']",mid,0.75,Adidas,105.25124382390605,2021
101,101,Uniqlo Shirts 101,Topwear,Shirts,Shirts,Women,White,All,Formal,https://images.pexels.com/photos/1000100/pexels-photo-1000100.jpeg?auto=compress&cs=tinysrgb&w=400,"['shirts', 'light', 'neutral', 'formal', 'topwear', 'all', 'white']",low,0.93,Uniqlo,37.98102799420768,2023
102,102,Forever 21 Boots 102,Footwear,Boots,Boots,Women,Brown,Fall,Ethnic,https://images.pexels.com/photos/1000101/pexels-photo-1000101.jpeg?auto=compress&cs=tinysrgb&w=400,"['fall', 'boots', 'brown', 'footwear', 'ethnic']",high,0.45,Forever 21,165.22187991368378,2020
103,103,Mango Lounge Sets 103,Loungewear,Lounge Sets,Lounge Sets,Men,Teal,Spring,Casual,https://images.pexels.com/photos/1000102/pexels-photo-1000102.jpeg?auto=compress&cs=tinysrgb&w=400,"['teal', 'casual', 'lounge sets', 'spring', 'loungewear']",high,0.75,Mango,198.01900944934053,2020
104,104,Levi's Robes 104,Loungewear,Robes,Robes,Women,Teal,Winter,Party,https://images.pexels.com/photos/1000103/pexels-photo-1000103.jpeg?auto=compress&cs=tinysrgb&w=400,"['teal', 'party', 'robes', 'winter', 'loungewear']",mid,0.41,Levi's,142.1339245979285,2024
105,105,Gap Shirts 105,Topwear,Shirts,Shirts,Women,Brown,Winter,Ethnic,https://images.pexels.com/photos/1000104/pexels-photo-1000104.jpeg?auto=compress&cs=tinysrgb&w=400,"['shirts', 'topwear', 'brown', 'winter', 'ethnic']",low,0.56,Gap,39.65604622317656,2020
106,106,Tommy Hilfiger Jewelry 106,Accessories,Jewelry,Jewelry,Unisex,Red,Summer,Party,https://images.pexels.com/photos/1000105/pexels-photo-1000105.jpeg?auto=compress&cs=tinysrgb&w=400,"['bright', 'accessories', 'jewelry', 'warm', 'red', 'party', 'summer']",mid,0.66,Tommy Hilfiger,148.2269742765537,2020
107,107,Calvin Klein Hoodies 107,Topwear,Hoodies,Hoodies,Women,Black,Summer,Work,https://images.pexels.com/photos/1000106/pexels-photo-1000106.jpeg?auto=compress&cs=tinysrgb&w=400,"['dark', 'neutral', 'hoodies', 'topwear', 'black', 'work', 'summer']",mid,0.7,Calvin Klein,95.33157268150968,2023
108,108,Puma Scarves 108,Accessories,Scarves,Scarves,Unisex,Maroon,Winter,Casual,https://images.pexels.com/photos/1000107/pexels-photo-1000107.jpeg?auto=compress&cs=tinysrgb&w=400,"['accessories', 'casual', 'scarves', 'winter', 'maroon']",mid,0.67,Puma,54.29198410999222,2022
109,109,H&M Sunglasses 109,Accessories,Sunglasses,Sunglasses,Women,Green,All,Party,https://images.pexels.com/photos/1000108/pexels-photo-1000108.jpeg?auto=compress&cs=tinysrgb&w=400,"['accessories', 'green', 'sunglasses', 'cool', 'all', 'party']",mid,0.7,H&M,142.43384824615566,2024
110,110,Zara Camisoles 110,Innerwear,Camisoles,Camisoles,Men,Navy,Spring,Party,https://images.pexels.com/photos/1000109/pexels-photo-1000109.jpeg?auto=compress&cs=tinysrgb&w=400,"['dark', 'blue', 'innerwear', 'camisoles', 'navy', 'party', 'spring']",high,0.84,Zara,150.5323113802585,2020
111,111,Nike Bras 111,Innerwear,Bras,Bras,Unisex,Pink,Spring,Travel,https://images.pexels.com/photos/1000110/pexels-photo-1000110.jpeg?auto=compress&cs=tinysrgb&w=400,"['feminine', 'travel', 'innerwear', 'pink', 'warm', 'bras', 'spring']",mid,0.87,Nike,60.11854587232455,2022
112,112,Adidas Briefs 112,Innerwear,Briefs,Briefs,Unisex,Black,Winter,Ethnic,https://images.pexels.com/photos/1000111/pexels-photo-1000111.jpeg?auto=compress&cs=tinysrgb&w=400,"['dark', 'neutral', 'innerwear', 'black', 'briefs', 'winter', 'ethnic']",mid,0.65,Adidas,72.56204978846837,2020
113,113,Uniqlo Shorts 113,Bottomwear,Shorts,Shorts,Women,Grey,Fall,Party,https://images.pexels.com/photos/1000112/pexels-photo-1000112.jpeg?auto=compress&cs=tinysrgb&w=400,"['shorts', 'neutral', 'grey', 'bottomwear', 'fall', 'party']",mid,0.77,Uniqlo,99.64934261748267,2023
114,114,Forever 21 Camisoles 114,Innerwear,Camisoles,Camisoles,Men,Grey,Summer,Work,https://images.pexels.com/photos/1000113/pexels-photo-1000113.jpeg?auto=compress&cs=tinysrgb&w=400,"['neutral', 'grey', 'innerwear', 'camisoles', 'work', 'summer']",mid,0.79,Forever 21,77.13474848456278,2023
115,115,Mango A-Line Dress 115,Dress,A-Line Dress,A-Line Dress,Women,Blue,Summer,Work,https://images.pexels.com/photos/1000114/pexels-photo-1000114.jpeg?auto=compress&cs=tinysrgb&w=400,"['a-line dress', 'blue', 'cool', 'work', 'dress', 'summer']",high,0.79,Mango,171.8313216237167,2023
116,116,Levi's Shirts 116,Topwear,Shirts,Shirts,Men,White,Fall,Party,https://images.pexels.com/photos/1000115/pexels-photo-1000115.jpeg?auto=compress&cs=tinysrgb&w=400,"['shirts', 'light', 'neutral', 'fall', 'topwear', 'party', 'white']",mid,0.46,Levi's,103.3966144268238,2020
117,117,Gap Jeans 117,Bottomwear,Jeans,Jeans,Men,Maroon,Spring,Travel,https://images.pexels.com/photos/1000116/pexels-photo-1000116.jpeg?auto=compress&cs=tinysrgb&w=400,"['travel', 'bottomwear', 'maroon', 'jeans', 'spring']",mid,0.55,Gap,72.91556096931087,2022
118,118,Tommy Hilfiger Camisoles 118,Innerwear,Camisoles,Camisoles,Men,Blue,Fall,Work,https://images.pexels.com/photos/1000117/pexels-photo-1000117.jpeg?auto=compress&cs=tinysrgb&w=400,"['blue', 'innerwear', 'fall', 'camisoles', 'cool', 'work']",mid,0.69,Tommy Hilfiger,123.45406923048823,2024
119,119,Calvin Klein Bras 119,Innerwear,Bras,Bras,Unisex,Yellow,Fall,Casual,https://images.pexels.com/photos/1000118/pexels-photo-1000118.jpeg?auto=compress&cs=tinysrgb&w=400,"['innerwear', 'fall', 'casual', 'yellow', 'bras']",mid,0.6,Calvin Klein,107.6180178708389,2021
120,120,Puma Shapewear 120,Innerwear,Shapewear,Shapewear,Unisex,White,Fall,Party,https://images.pexels.com/photos/1000119/pexels-photo-1000119.jpeg?auto=compress&cs=tinysrgb&w=400,"['light', 'neutral', 'shapewear', 'innerwear', 'fall', 'party', 'white']",low,0.53,Puma,31.350957063411578,2020
121,121,H&M Bras 121,Innerwear,Bras,Bras,Men,Green,Fall,Casual,https://images.pexels.com/photos/1000120/pexels-photo-1000120.jpeg?auto=compress&cs=tinysrgb&w=400,"['green', 'innerwear', 'fall', 'casual', 'cool', 'bras']",mid,0.82,H&M,145.17342070390146,2024
122,122,Zara Formal Shoes 122,Footwear,Formal Shoes,Formal Shoes,Unisex,Green,Winter,Formal,https://images.pexels.com/photos/1000121/pexels-photo-1000121.jpeg?auto=compress&cs=tinysrgb&w=400,"['formal', 'green', 'cool', 'formal shoes', 'footwear', 'winter']",mid,0.94,Zara,121.56973208525041,2024
123,123,Nike Culottes 123,Bottomwear,Culottes,Culottes,Men,Brown,All,Ethnic,https://images.pexels.com/photos/1000122/pexels-photo-1000122.jpeg?auto=compress&cs=tinysrgb&w=400,"['bottomwear', 'brown', 'all', 'culottes', 'ethnic']",low,0.79,Nike,41.77806549737559,2024
124,124,Adidas Watches 124,Accessories,Watches,Watches,Men,Brown,Summer,Sports,https://images.pexels.com/photos/1000123/pexels-photo-1000123.jpeg?auto=compress&cs=tinysrgb&w=400,"['accessories', 'brown', 'watches', 'sports', 'summer']",mid,0.7,Adidas,90.15878019301014,2024
125,125,Uniqlo Nightgowns 125,Loungewear,Nightgowns,Nightgowns,Unisex,Purple,Winter,Ethnic,https://images.pexels.com/photos/1000124/pexels-photo-1000124.jpeg?auto=compress&cs=tinysrgb&w=400,"['purple', 'cool', 'loungewear', 'winter', 'nightgowns', 'ethnic']",mid,0.61,Uniqlo,140.28013839915252,2021
126,126,Forever 21 Jeans 126,Bottomwear,Jeans,Jeans,Men,Black,Fall,Sports,https://images.pexels.com/photos/1000125/pexels-photo-1000125.jpeg?auto=compress&cs=tinysrgb&w=400,"['dark', 'neutral', 'bottomwear', 'fall', 'black', 'jeans', 'sports']",mid,0.5,Forever 21,69.37511542297219,2023
127,127,Mango Shorts 127,Bottomwear,Shorts,Shorts,Unisex,Purple,All,Formal,https://images.pexels.com/photos/1000126/pexels-photo-1000126.jpeg?auto=compress&cs=tinysrgb&w=400,"['formal', 'shorts', 'purple', 'bottomwear', 'cool', 'all']",mid,0.85,Mango,146.5523404484552,2023
128,128,Levi's Sweaters 128,Topwear,Sweaters,Sweaters,Men,Orange,All,Work,https://images.pexels.com/photos/1000127/pexels-photo-1000127.jpeg?auto=compress&cs=tinysrgb&w=400,"['topwear', 'orange', 'sweaters', 'work', 'all']",mid,0.74,Levi's,84.6791298949433,2023
129,129,Gap Sandals 129,Footwear,Sandals,Sandals,Women,Navy,Summer,Casual,https://images.pexels.com/photos/1000128/pexels-photo-1000128.jpeg?auto=compress&cs=tinysrgb&w=400,"['dark', 'blue', 'casual', 'navy', 'sandals', 'footwear', 'summer']",low,0.83,Gap,34.80827007385183,2020
130,130,Tommy Hilfiger Trousers 130,Bottomwear,Trousers,Trousers,Women,Maroon,Summer,Ethnic,https://images.pexels.com/photos/1000129/pexels-photo-1000129.jpeg?auto=compress&cs=tinysrgb&w=400,"['bottomwear', 'trousers', 'maroon', 'summer', 'ethnic']",high,0.68,Tommy Hilfiger,168.98561908412105,2022
131,131,Calvin Klein Culottes 131,Bottomwear,Culottes,Culottes,Women,Brown,Fall,Travel,https://images.pexels.com/photos/1000130/pexels-photo-1000130.jpeg?auto=compress&cs=tinysrgb&w=400,"['travel', 'bottomwear', 'fall', 'brown', 'culottes']",high,0.47,Calvin Klein,186.72676776499745,2021
132,132,Puma Briefs 132,Innerwear,Briefs,Briefs,Women,Green,Fall,Party,https://images.pexels.com/photos/1000131/pexels-photo-1000131.jpeg?auto=compress&cs=tinysrgb&w=400,"['green', 'innerwear', 'fall', 'cool', 'briefs', 'party']",mid,0.46,Puma,138.62143295663302,2020
133,133,H&M Camisoles 133,Innerwear,Camisoles,Camisoles,Women,Black,Spring,Ethnic,https://images.pexels.com/photos/1000132/pexels-photo-1000132.jpeg?auto=compress&cs=tinysrgb&w=400,"['dark', 'neutral', 'innerwear', 'camisoles', 'black', 'spring', 'ethnic']",mid,0.89,H&M,121.99549298017901,2022
134,134,Zara Mini Dress 134,Dress,Mini Dress,Mini Dress,Men,Maroon,Winter,Casual,https://images.pexels.com/photos/1000133/pexels-photo-1000133.jpeg?auto=compress&cs=tinysrgb&w=400,"['casual', 'dress', 'winter', 'maroon', 'mini dress']",high,0.95,Zara,178.83364477513706,2021
135,135,Nike Culottes 135,Bottomwear,Culottes,Culottes,Women,Purple,Spring,Formal,https://images.pexels.com/photos/1000134/pexels-photo-1000134.jpeg?auto=compress&cs=tinysrgb&w=400,"['formal', 'purple', 'bottomwear', 'cool', 'culottes', 'spring']",mid,1.0,Nike,116.92735570293348,2024
136,136,Adidas Trousers 136,Bottomwear,Trousers,Trousers,Women,Pink,Summer,Formal,https://images.pexels.com/photos/1000135/pexels-photo-1000135.jpeg?auto=compress&cs=tinysrgb&w=400,"['formal', 'feminine', 'bottomwear', 'trousers', 'pink', 'warm', 'summer']",high,0.9,Adidas,198.61991011304227,2022
137,137,Uniqlo Briefs 137,Innerwear,Briefs,Briefs,Women,Navy,Fall,Sports,https://images.pexels.com/photos/1000136/pexels-photo-1000136.jpeg?auto=compress&cs=tinysrgb&w=400,"['dark', 'blue', 'innerwear', 'fall', 'navy', 'briefs', 'sports']",mid,0.64,Uniqlo,68.72597160656818,2021
138,138,Forever 21 Flats 138,Footwear,Flats,Flats,Men,Pink,Fall,Casual,https://images.pexels.com/photos/1000137/pexels-photo-1000137.jpeg?auto=compress&cs=tinysrgb&w=400,"['feminine', 'pink', 'fall', 'flats', 'casual', 'warm', 'footwear']",low,0.57,Forever 21,25.952139346365072,2024
139,139,Mango Shirts 139,Topwear,Shirts,Shirts,Men,Pink,Fall,Ethnic,https://images.pexels.com/photos/1000138/pexels-photo-1000138.jpeg?auto=compress&cs=tinysrgb&w=400,"['shirts', 'feminine', 'pink', 'fall', 'topwear', 'warm', 'ethnic']",mid,0.59,Mango,55.127054202411266,2020
140,140,Levi's Robes 140,Loungewear,Robes,Robes,Women,Orange,Summer,Formal,https://images.pexels.com/photos/1000139/pexels-photo-1000139.jpeg?auto=compress&cs=tinysrgb&w=400,"['formal', 'orange', 'robes', 'summer', 'loungewear']",low,0.8,Levi's,47.290530541314645,2024
141,141,Gap Sweaters 141,Topwear,Sweaters,Sweaters,Women,Purple,Spring,Casual,https://images.pexels.com/photos/1000140/pexels-photo-1000140.jpeg?auto=compress&cs=tinysrgb&w=400,"['purple', 'cool', 'casual', 'topwear', 'sweaters', 'spring']",high,0.66,Gap,166.60416654304822,2021
142,142,Tommy Hilfiger Belts 142,Accessories,Belts,Belts,Men,Brown,Spring,Formal,https://images.pexels.com/photos/1000141/pexels-photo-1000141.jpeg?auto=compress&cs=tinysrgb&w=400,"['accessories', 'formal', 'belts', 'brown', 'spring']",mid,0.72,Tommy Hilfiger,96.19847579948815,2022
143,143,Calvin Klein Shapewear 143,Innerwear,Shapewear,Shapewear,Unisex,Purple,Summer,Travel,https://images.pexels.com/photos/1000142/pexels-photo-1000142.jpeg?auto=compress&cs=tinysrgb&w=400,"['purple', 'travel', 'shapewear', 'innerwear', 'cool', 'summer']",mid,0.53,Calvin Klein,70.7115024739386,2020
144,144,Puma Heels 144,Footwear,Heels,Heels,Unisex,Green,Winter,Sports,https://images.pexels.com/photos/1000143/pexels-photo-1000143.jpeg?auto=compress&cs=tinysrgb&w=400,"['green', 'cool', 'footwear', 'winter', 'sports', 'heels']",high,0.57,Puma,166.45604600018075,2024
145,145,H&M Shapewear 145,Innerwear,Shapewear,Shapewear,Men,Orange,Spring,Casual,https://images.pexels.com/photos/1000144/pexels-photo-1000144.jpeg?auto=compress&cs=tinysrgb&w=400,"['shapewear', 'innerwear', 'casual', 'orange', 'spring']",high,0.98,H&M,199.95450845891253,2024
146,146,Zara Shapewear 146,Innerwear,Shapewear,Shapewear,Unisex,Purple,Fall,Party,https://images.pexels.com/photos/1000145/pexels-photo-1000145.jpeg?auto=compress&cs=tinysrgb&w=400,"['purple', 'shapewear', 'innerwear', 'fall', 'cool', 'party']",low,0.8,Zara,45.231930882331206,2024
147,147,Nike Heels 147,Footwear,Heels,Heels,Women,Teal,Winter,Casual,https://images.pexels.com/photos/1000146/pexels-photo-1000146.jpeg?auto=compress&cs=tinysrgb&w=400,"['teal', 'casual', 'footwear', 'winter', 'heels']",mid,0.83,Nike,100.93463844445584,2021
148,148,Adidas Casual Dress 148,Dress,Casual Dress,Casual Dress,Unisex,Orange,Summer,Formal,https://images.pexels.com/photos/1000147/pexels-photo-1000147.jpeg?auto=compress&cs=tinysrgb&w=400,"['formal', 'orange', 'casual dress', 'dress', 'summer']",mid,0.98,Adidas,145.68957646233883,2021
149,149,Uniqlo Tank Tops 149,Topwear,Tank Tops,Tank Tops,Women,Beige,Spring,Work,https://images.pexels.com/photos/1000148/pexels-photo-1000148.jpeg?auto=compress&cs=tinysrgb&w=400,"['topwear', 'work', 'beige', 'tank tops', 'spring']",mid,0.97,Uniqlo,89.36372543078919,2021
150,150,Forever 21 Belts 150,Accessories,Belts,Belts,Women,Grey,Winter,Party,https://images.pexels.com/photos/1000149/pexels-photo-1000149.jpeg?auto=compress&cs=tinysrgb&w=400,"['accessories', 'neutral', 'grey', 'belts', 'winter', 'party']",mid,0.51,Forever 21,52.62764442893387,2022
151,151,Mango Flats 151,Footwear,Flats,Flats,Men,Brown,All,Ethnic,https://images.pexels.com/photos/1000150/pexels-photo-1000150.jpeg?auto=compress&cs=tinysrgb&w=400,"['flats', 'brown', 'all', 'footwear', 'ethnic']",low,0.68,Mango,25.713698069354837,2024
152,152,Levi's Nightgowns 152,Loungewear,Nightgowns,Nightgowns,Men,Purple,Fall,Ethnic,https://images.pexels.com/photos/1000151/pexels-photo-1000151.jpeg?auto=compress&cs=tinysrgb&w=400,"['purple', 'fall', 'cool', 'loungewear', 'nightgowns', 'ethnic']",high,0.45,Levi's,181.93160978555363,2020
153,153,Gap Mini Dress 153,Dress,Mini Dress,Mini Dress,Men,Red,Summer,Ethnic,https://images.pexels.com/photos/1000152/pexels-photo-1000152.jpeg?auto=compress&cs=tinysrgb&w=400,"['bright', 'warm', 'red', 'dress', 'summer', 'ethnic', 'mini dress']",mid,0.66,Gap,50.898023705543764,2023
154,154,Tommy Hilfiger Jeans 154,Bottomwear,Jeans,Jeans,Unisex,Green,Summer,Ethnic,https://images.pexels.com/photos/1000153/pexels-photo-1000153.jpeg?auto=compress&cs=tinysrgb&w=400,"['green', 'bottomwear', 'cool', 'jeans', 'summer', 'ethnic']",mid,0.57,Tommy Hilfiger,130.41868781027182,2021
155,155,Calvin Klein Sneakers 155,Footwear,Sneakers,Sneakers,Unisex,Green,Spring,Sports,https://images.pexels.com/photos/1000154/pexels-photo-1000154.jpeg?auto=compress&cs=tinysrgb&w=400,"['green', 'sneakers', 'cool', 'footwear', 'sports', 'spring']",low,0.67,Calvin Klein,48.98986405941395,2021
156,156,Puma Casual Dress 156,Dress,Casual Dress,Casual Dress,Women,Navy,Winter,Work,https://images.pexels.com/photos/1000155/pexels-photo-1000155.jpeg?auto=compress&cs=tinysrgb&w=400,"['dark', 'blue', 'navy', 'work', 'casual dress', 'dress', 'winter']",mid,0.6,Puma,64.00177514223445,2023
157,157,H&M Leggings 157,Bottomwear,Leggings,Leggings,Women,Pink,Fall,Travel,https://images.pexels.com/photos/1000156/pexels-photo-1000156.jpeg?auto=compress&cs=tinysrgb&w=400,"['feminine', 'travel', 'bottomwear', 'pink', 'fall', 'leggings', 'warm']",mid,0.75,H&M,147.08263378269152,2022
158,158,Zara Lounge Sets 158,Loungewear,Lounge Sets,Lounge Sets,Unisex,Beige,Summer,Travel,https://images.pexels.com/photos/1000157/pexels-photo-1000157.jpeg?auto=compress&cs=tinysrgb&w=400,"['travel', 'summer', 'lounge sets', 'beige', 'loungewear']",high,0.87,Zara,152.08999872569763,2022
159,159,Nike Formal Dress 159,Dress,Formal Dress,Formal Dress,Unisex,Orange,Spring,Ethnic,https://images.pexels.com/photos/1000158/pexels-photo-1000158.jpeg?auto=compress&cs=tinysrgb&w=400,"['formal dress', 'orange', 'dress', 'spring', 'ethnic']",mid,0.85,Nike,53.24072654898425,2023
160,160,Adidas Pajamas 160,Loungewear,Pajamas,Pajamas,Unisex,Black,Winter,Party,https://images.pexels.com/photos/1000159/pexels-photo-1000159.jpeg?auto=compress&cs=tinysrgb&w=400,"['dark', 'neutral', 'black', 'pajamas', 'winter', 'party', 'loungewear']",high,0.68,Adidas,173.51427998299908,2020
161,161,Uniqlo Jackets 161,Topwear,Jackets,Jackets,Unisex,Yellow,Fall,Work,https://images.pexels.com/photos/1000160/pexels-photo-1000160.jpeg?auto=compress&cs=tinysrgb&w=400,"['jackets', 'fall', 'topwear', 'yellow', 'work']",low,0.89,Uniqlo,22.502386038145353,2022
